event_date,close_price_usd,market_cap_usd,volume_usd
2013-06-04 00:00:00 UTC,121.309,1365337524.41,0
2013-06-05 00:00:00 UTC,121.714,1364113640,0
2013-06-06 00:00:00 UTC,119,1369233814,0
2013-06-07 00:00:00 UTC,110.09,1339234925,0
2013-06-08 00:00:00 UTC,108.401,1239395972,0
2013-06-09 00:00:00 UTC,99.7497,1220874393,0
2013-06-10 00:00:00 UTC,105.99,1123844958,0
2013-06-11 00:00:00 UTC,108.9,1194605341,0
2013-06-12 00:00:00 UTC,108.4,1227904672,0
2013-06-13 00:00:00 UTC,102.769,1222819750,0
2013-06-14 00:00:00 UTC,98.399,1159766150,0
2013-06-15 00:00:00 UTC,99.99,1110902570,0
2013-06-16 00:00:00 UTC,100.42,1129287060,0
2013-06-17 00:00:00 UTC,102,1134610433,0
2013-06-18 00:00:00 UTC,106.55,1152834600,0
2013-06-19 00:00:00 UTC,107.9,1204638318,0
2013-06-20 00:00:00 UTC,110.91,1220273470,0
2013-06-21 00:00:00 UTC,109.015,1254733148,0
2013-06-22 00:00:00 UTC,107.25,1233750009,0
2013-06-23 00:00:00 UTC,108,1214260369,0
2013-06-24 00:00:00 UTC,102.443,1223181000,0
2013-06-25 00:00:00 UTC,103.691,1160635652,0
2013-06-26 00:00:00 UTC,103.39,1175194910,0
2013-06-27 00:00:00 UTC,99.66,1172207388,0
2013-06-28 00:00:00 UTC,93.3311,1130338737,0
2013-06-29 00:00:00 UTC,95.3886,1058953327,0
2013-06-30 00:00:00 UTC,97.504,1082693996,0
2013-07-01 00:00:00 UTC,89.489,1107084792,0
2013-07-02 00:00:00 UTC,90.797,1016445146,0
2013-07-03 00:00:00 UTC,78.8,1031653673,0
2013-07-04 00:00:00 UTC,78.48,895707780,0
2013-07-05 00:00:00 UTC,67.809,892405890,0
2013-07-06 00:00:00 UTC,68.0831,771368060,0
2013-07-07 00:00:00 UTC,77.502,774804401,0
2013-07-08 00:00:00 UTC,76.3915,882356395,0
2013-07-09 00:00:00 UTC,77,870081997,0
2013-07-10 00:00:00 UTC,85.75,877378425,0
2013-07-11 00:00:00 UTC,93.804,977479256,0
2013-07-12 00:00:00 UTC,88.0622,1069724400,0
2013-07-13 00:00:00 UTC,95.58,1004551934,0
2013-07-14 00:00:00 UTC,94,1090715949,0
2013-07-15 00:00:00 UTC,97.301,1073073450,0
2013-07-16 00:00:00 UTC,98.9796,1111179853,0
2013-07-17 00:00:00 UTC,97.8,1130735527,0
2013-07-18 00:00:00 UTC,88.7869,1117707300,0
2013-07-19 00:00:00 UTC,91.572,1015062893,0
2013-07-20 00:00:00 UTC,89.28,1047311253,0
2013-07-21 00:00:00 UTC,90.3672,1021492656,0
2013-07-22 00:00:00 UTC,91.7024,1034399451,0
2013-07-23 00:00:00 UTC,94.5806,1050054379,0
2013-07-24 00:00:00 UTC,94.525,1083333286,0
2013-07-25 00:00:00 UTC,96.9499,1083076902,0
2013-07-26 00:00:00 UTC,94.13,1111232483,0
2013-07-27 00:00:00 UTC,94.005,1079278107,0
2013-07-28 00:00:00 UTC,98.5759,1078286703,0
2013-07-29 00:00:00 UTC,101.5,1131111629,0
2013-07-30 00:00:00 UTC,110.34,1165105812,0
2013-07-31 00:00:00 UTC,106.23,1267183179,0
2013-08-01 00:00:00 UTC,101.61,1220481782,0
2013-08-02 00:00:00 UTC,103.7,1167849454,0
2013-08-03 00:00:00 UTC,104.86,1192378895,0
2013-08-04 00:00:00 UTC,106.56,1206152150,0
2013-08-05 00:00:00 UTC,105.841,1226188584,0
2013-08-06 00:00:00 UTC,106.75,1218425716,0
2013-08-07 00:00:00 UTC,101.672,1229098150,0
2013-08-08 00:00:00 UTC,103.4,1171586790,0
2013-08-09 00:00:00 UTC,102.71,1192028805,0
2013-08-10 00:00:00 UTC,103.77,1184605785,0
2013-08-11 00:00:00 UTC,105.18,1197378682,0
2013-08-12 00:00:00 UTC,106.068,1214268916,0
2013-08-13 00:00:00 UTC,111.621,1225008501,0
2013-08-14 00:00:00 UTC,111.87,1289602061,0
2013-08-15 00:00:00 UTC,109.867,1292943118,0
2013-08-16 00:00:00 UTC,112.74,1270257534,0
2013-08-17 00:00:00 UTC,114.4,1304015666,0
2013-08-18 00:00:00 UTC,118.782,1323762440,0
2013-08-19 00:00:00 UTC,120.5,1375023402,0
2013-08-20 00:00:00 UTC,121.51,1395441212,0
2013-08-21 00:00:00 UTC,122.499,1407757143,0
2013-08-22 00:00:00 UTC,120,1419858347,0
2013-08-23 00:00:00 UTC,120.44,1391517000,0
2013-08-24 00:00:00 UTC,122,1397179275,0
2013-08-25 00:00:00 UTC,122.04,1415749000,0
2013-08-26 00:00:00 UTC,125.67,1416676932,0
2013-08-27 00:00:00 UTC,123.02,1459371151,0
2013-08-28 00:00:00 UTC,123.44,1429111038,0
2013-08-29 00:00:00 UTC,129.2,1434594992,0
2013-08-30 00:00:00 UTC,137.76,1502172870,0
2013-08-31 00:00:00 UTC,138.17,1602407100,0
2013-09-01 00:00:00 UTC,137.17,1607960283,0
2013-09-02 00:00:00 UTC,137.51,1597132036,0
2013-09-03 00:00:00 UTC,135.21,1601702729,0
2013-09-04 00:00:00 UTC,129.96,1575534525,0
2013-09-05 00:00:00 UTC,126.13,1514888487,0
2013-09-06 00:00:00 UTC,123.73,1470861842,0
2013-09-07 00:00:00 UTC,121.77,1443353756,0
2013-09-08 00:00:00 UTC,126.4,1420952396,0
2013-09-09 00:00:00 UTC,127.78,1475596760,0
2013-09-10 00:00:00 UTC,131.65,1492304286,0
2013-09-11 00:00:00 UTC,134.22,1538132775,0
2013-09-12 00:00:00 UTC,135.05,1568874092,0
2013-09-13 00:00:00 UTC,131.39,1579271324,0
2013-09-14 00:00:00 UTC,129.95,1537187451,0
2013-09-15 00:00:00 UTC,131.48,1520967287,0
2013-09-16 00:00:00 UTC,131.31,1539430293,0
2013-09-17 00:00:00 UTC,132.06,1538014334,0
2013-09-18 00:00:00 UTC,130.23,1547280990,0
2013-09-19 00:00:00 UTC,128.57,1526484433,0
2013-09-20 00:00:00 UTC,126.78,1507618248,0
2013-09-21 00:00:00 UTC,128.37,1487211807,0
2013-09-22 00:00:00 UTC,126.73,1506534274,0
2013-09-23 00:00:00 UTC,126.09,1487984454,0
2013-09-24 00:00:00 UTC,127.99,1481135098,0
2013-09-25 00:00:00 UTC,128.02,1504122481,0
2013-09-26 00:00:00 UTC,131.84,1505025524,0
2013-09-27 00:00:00 UTC,133.93,1550524096,0
2013-09-28 00:00:00 UTC,140.28,1575663012,0
2013-09-29 00:00:00 UTC,131.65,1650965841,0
2013-09-30 00:00:00 UTC,132.55,1549941780,0
2013-10-01 00:00:00 UTC,132.04,1561200410,0
2013-10-02 00:00:00 UTC,123.07,1555751397,0
2013-10-03 00:00:00 UTC,128.26,1450746083,0
2013-10-04 00:00:00 UTC,129.57,1512486811,0
2013-10-05 00:00:00 UTC,127.56,1528611793,0
2013-10-06 00:00:00 UTC,128.38,1505549223,0
2013-10-07 00:00:00 UTC,125.72,1515724889,0
2013-10-08 00:00:00 UTC,130.9,1484816060,0
2013-10-09 00:00:00 UTC,129.68,1546580228,0
2013-10-10 00:00:00 UTC,130.27,1532820842,0
2013-10-11 00:00:00 UTC,135.35,1540367845,0
2013-10-12 00:00:00 UTC,135.48,1601082220,0
2013-10-13 00:00:00 UTC,140.48,1603402413,0
2013-10-14 00:00:00 UTC,143.89,1663458800,0
2013-10-15 00:00:00 UTC,143.61,1704751164,0
2013-10-16 00:00:00 UTC,146.15,1702245233,0
2013-10-17 00:00:00 UTC,151.34,1732995548,0
2013-10-18 00:00:00 UTC,170.51,1795176162,0
2013-10-19 00:00:00 UTC,172.01,2023531688,0
2013-10-20 00:00:00 UTC,181.41,2042261829,0
2013-10-21 00:00:00 UTC,193.45,2154778910,0
2013-10-22 00:00:00 UTC,206.78,2298993654,0
2013-10-23 00:00:00 UTC,198.8,2458505640,0
2013-10-24 00:00:00 UTC,172.48,2364666360,0
2013-10-25 00:00:00 UTC,178.96,2052637048,0
2013-10-26 00:00:00 UTC,189.83,2130644072,0
2013-10-27 00:00:00 UTC,198.55,2260913266,0
2013-10-28 00:00:00 UTC,204.39,2365643830,0
2013-10-29 00:00:00 UTC,204.2,2436022215,0
2013-10-30 00:00:00 UTC,203.88,2434768490,0
2013-10-31 00:00:00 UTC,205.26,2432069229,0
2013-11-01 00:00:00 UTC,206.89,2449516394,0
2013-11-02 00:00:00 UTC,212.45,2470106260,0
2013-11-03 00:00:00 UTC,226.28,2537555912,0
2013-11-04 00:00:00 UTC,230.63,2703825377,0
2013-11-05 00:00:00 UTC,260.85,2756789579,0
2013-11-06 00:00:00 UTC,295.63,3119094311,0
2013-11-07 00:00:00 UTC,332.02,3536067384,0
2013-11-08 00:00:00 UTC,358,3972444990,0
2013-11-09 00:00:00 UTC,313,4284552950,0
2013-11-10 00:00:00 UTC,340.55,3747322075,0
2013-11-11 00:00:00 UTC,355.48,4078792891,0
2013-11-12 00:00:00 UTC,404.17,4259334699,0
2013-11-13 00:00:00 UTC,408.84,4844512975,0
2013-11-14 00:00:00 UTC,424.16,4902328893,0
2013-11-15 00:00:00 UTC,437.41,5087746180,0
2013-11-16 00:00:00 UTC,488.36,5248843453,0
2013-11-17 00:00:00 UTC,580.87,5862542038,0
2013-11-18 00:00:00 UTC,614.4,6975450004,0
2013-11-19 00:00:00 UTC,565.34,7380464640,0
2013-11-20 00:00:00 UTC,675.06,6793450510,0
2013-11-21 00:00:00 UTC,731.15,8114440594,0
2013-11-22 00:00:00 UTC,819.31,8790506777,0
2013-11-23 00:00:00 UTC,764.43,9853534129,0
2013-11-24 00:00:00 UTC,793.07,9196532447,0
2013-11-25 00:00:00 UTC,832.93,9544775891,0
2013-11-26 00:00:00 UTC,914.13,10028164851,0
2013-11-27 00:00:00 UTC,979.08,11009416068,0
2013-11-28 00:00:00 UTC,1101.83,11795833455,0
2013-11-29 00:00:00 UTC,1127.45,13280659993,0
2013-11-30 00:00:00 UTC,1033.39,13593664650,0
2013-12-01 00:00:00 UTC,974.03,12464724345,0
2013-12-02 00:00:00 UTC,1078.64,11753157346,0
2013-12-03 00:00:00 UTC,1121.48,13020236474,0
2013-12-04 00:00:00 UTC,989.04,13542487814,0
2013-12-05 00:00:00 UTC,1019.66,11947405392,0
2013-12-06 00:00:00 UTC,811.98,12322234219,0
2013-12-07 00:00:00 UTC,743.11,9816777302,0
2013-12-08 00:00:00 UTC,897.89,8987358118,0
2013-12-09 00:00:00 UTC,927.78,10863885372,0
2013-12-10 00:00:00 UTC,887.08,11230173843,0
2013-12-11 00:00:00 UTC,878.17,10741252534,0
2013-12-12 00:00:00 UTC,897.27,10636987805,0
2013-12-13 00:00:00 UTC,866.99,10872198158,0
2013-12-14 00:00:00 UTC,854.62,10509219285,0
2013-12-15 00:00:00 UTC,789.15,10363485334,0
2013-12-16 00:00:00 UTC,691.65,9573257565,0
2013-12-17 00:00:00 UTC,559.36,8393847109,0
2013-12-18 00:00:00 UTC,677.84,6791343584,0
2013-12-19 00:00:00 UTC,694.25,8233502182,0
2013-12-20 00:00:00 UTC,596.12,8436421862,0
2013-12-21 00:00:00 UTC,650.27,7246404914,0
2013-12-22 00:00:00 UTC,645.75,7907201916,0
2013-12-23 00:00:00 UTC,659.94,7854951431,0
2013-12-24 00:00:00 UTC,668.74,8030446893,0
2013-12-25 00:00:00 UTC,734.59,8140337961,0
2013-12-26 00:00:00 UTC,734.27,8944973877,0
2013-12-27 00:00:00 UTC,738.81,8944473292,62881800
2013-12-28 00:00:00 UTC,726.47,9002769255,28121600
2013-12-29 00:00:00 UTC,760.52,8855251580,27018300
2013-12-30 00:00:00 UTC,755.16,9270681761,24717100
2013-12-31 00:00:00 UTC,767.74,9205343763,21903500
2014-01-01 00:00:00 UTC,772.53,9358693020,23448600
2014-01-02 00:00:00 UTC,825.47,9417082760,16837800
2014-01-03 00:00:00 UTC,849.14,10062417390,54171500
2014-01-04 00:00:00 UTC,919.41,10350952914,36344700
2014-01-05 00:00:00 UTC,936.38,11207538944,62414600
2014-01-06 00:00:00 UTC,826.5,11414401972,88584600
2014-01-07 00:00:00 UTC,838.32,10107681750,80268100
2014-01-08 00:00:00 UTC,853.29,10256342208,78060300
2014-01-09 00:00:00 UTC,863.3,10443906952,58813600
2014-01-10 00:00:00 UTC,905.72,10570439442,29763600
2014-01-11 00:00:00 UTC,867.45,11094594497,48299500
2014-01-12 00:00:00 UTC,840.96,10630187711,40171100
2014-01-13 00:00:00 UTC,838.05,10309307616,42950500
2014-01-14 00:00:00 UTC,860.44,10276902394,23469400
2014-01-15 00:00:00 UTC,837.98,10555404678,28600400
2014-01-16 00:00:00 UTC,812.9,10283900055,18719700
2014-01-17 00:00:00 UTC,840,9979241690,39266000
2014-01-18 00:00:00 UTC,838.17,10315662000,18052700
2014-01-19 00:00:00 UTC,869.15,10293335273,17574100
2014-01-20 00:00:00 UTC,869.57,10677333920,25421600
2014-01-21 00:00:00 UTC,865.03,10686776168,26779700
2014-01-22 00:00:00 UTC,846.97,10635024832,17879900
2014-01-23 00:00:00 UTC,808.32,10417265166,18412100
2014-01-24 00:00:00 UTC,804.39,9945387408,20176000
2014-01-25 00:00:00 UTC,853.51,9900713656,31742800
2014-01-26 00:00:00 UTC,891.86,10508799200,22676800
2014-01-27 00:00:00 UTC,777,10984370725,32539200
2014-01-28 00:00:00 UTC,816.85,9573533550,61878700
2014-01-29 00:00:00 UTC,817.17,10067676250,33409200
2014-01-30 00:00:00 UTC,817.93,10074827642,16261700
2014-01-31 00:00:00 UTC,832.52,10087796517,31107400
2014-02-01 00:00:00 UTC,836.41,10271715012,14722200
2014-02-02 00:00:00 UTC,813.38,10323662258,19347600
2014-02-03 00:00:00 UTC,832.36,10043290888,12759200
2014-02-04 00:00:00 UTC,830.92,10281144248,14823400
2014-02-05 00:00:00 UTC,805.08,10267242207,15706200
2014-02-06 00:00:00 UTC,721.32,9951171213,47441900
2014-02-07 00:00:00 UTC,701.61,8918941470,65733100
2014-02-08 00:00:00 UTC,672.07,8678266711,86940400
2014-02-09 00:00:00 UTC,689.65,8315656524,34864400
2014-02-10 00:00:00 UTC,697.76,8535556672,38527400
2014-02-11 00:00:00 UTC,655.26,8638931672,121884000
2014-02-12 00:00:00 UTC,651.91,8115968452,65970400
2014-02-13 00:00:00 UTC,623.57,8077474557,19109100
2014-02-14 00:00:00 UTC,644.1,7729134561,90917600
2014-02-15 00:00:00 UTC,613.85,7986582360,57350800
2014-02-16 00:00:00 UTC,645.14,7614456286,24104900
2014-02-17 00:00:00 UTC,625.01,8005429360,48516100
2014-02-18 00:00:00 UTC,620.99,7758139753,22066400
2014-02-19 00:00:00 UTC,593.89,7711283048,13276100
2014-02-20 00:00:00 UTC,582.75,7377405511,35743400
2014-02-21 00:00:00 UTC,571.06,7241455462,56059000
2014-02-22 00:00:00 UTC,622.97,7098404288,21675800
2014-02-23 00:00:00 UTC,572.39,7746491782,44590700
2014-02-24 00:00:00 UTC,489.31,7120130927,47229500
2014-02-25 00:00:00 UTC,567.25,6088839080,111102000
2014-02-26 00:00:00 UTC,586.28,7061198906,75039300
2014-02-27 00:00:00 UTC,567.2,7300959497,38219000
2014-02-28 00:00:00 UTC,560.11,7065922360,24649000
2014-03-01 00:00:00 UTC,561.35,6979712746,22903800
2014-03-02 00:00:00 UTC,585.79,6997269851,11143900
2014-03-03 00:00:00 UTC,675,7304054418,33049800
2014-03-04 00:00:00 UTC,658.24,8418886875,86124600
2014-03-05 00:00:00 UTC,654.55,8212712376,26946700
2014-03-06 00:00:00 UTC,617.62,8169324004,16659800
2014-03-07 00:00:00 UTC,610.37,7711032022,29823000
2014-03-08 00:00:00 UTC,636.17,7623170337,21353000
2014-03-09 00:00:00 UTC,621.17,7947989895,15489000
2014-03-10 00:00:00 UTC,624.23,7763134192,16425700
2014-03-11 00:00:00 UTC,638.07,7803983008,12542300
2014-03-12 00:00:00 UTC,639.03,7979719372,20806300
2014-03-13 00:00:00 UTC,629.67,7994472985,12866600
2014-03-14 00:00:00 UTC,638.07,7879611671,11939800
2014-03-15 00:00:00 UTC,629.55,7987471922,5963930
2014-03-16 00:00:00 UTC,623.705,7883319532,4834240
2014-03-17 00:00:00 UTC,612.622,7812934238,13371500
2014-03-18 00:00:00 UTC,610.636,7676276184,23217800
2014-03-19 00:00:00 UTC,592.07,7653772688,15227500
2014-03-20 00:00:00 UTC,582.303,7423640092,20048500
2014-03-21 00:00:00 UTC,561.22,7303695511,38053400
2014-03-22 00:00:00 UTC,567.779,7041711523,17983700
2014-03-23 00:00:00 UTC,571.418,7127031703,10283000
2014-03-24 00:00:00 UTC,582.55,7175538679,17185800
2014-03-25 00:00:00 UTC,584.442,7317439677,18634700
2014-03-26 00:00:00 UTC,567.64,7343002343,17583200
2014-03-27 00:00:00 UTC,503.661,7133333206,22316700
2014-03-28 00:00:00 UTC,502.302,6331497248,79571600
2014-03-29 00:00:00 UTC,469.938,6317113200,26810900
2014-03-30 00:00:00 UTC,457.399,5912148997,17867800
2014-03-31 00:00:00 UTC,478.7163,5756309240,56838500
2014-04-01 00:00:00 UTC,437.515,6023351178,35685800
2014-04-02 00:00:00 UTC,447.0822,5506313797,49647600
2014-04-03 00:00:00 UTC,448.8792,5604036051,40765500
2014-04-04 00:00:00 UTC,464.8259,5641613449,22925500
2014-04-05 00:00:00 UTC,460.7028,5824866676,13404500
2014-04-06 00:00:00 UTC,457.792,5808861023,10241400
2014-04-07 00:00:00 UTC,450.4638,5775641210,9802770
2014-04-08 00:00:00 UTC,440.1983,5718579640,10921600
2014-04-09 00:00:00 UTC,360.8407,5589580215,13204400
2014-04-10 00:00:00 UTC,420.0563,4611917257,55868300
2014-04-11 00:00:00 UTC,420.66,5318033925,62562800
2014-04-12 00:00:00 UTC,414.9495,5321874506,19226500
2014-04-13 00:00:00 UTC,457.6338,5234667259,22493500
2014-04-14 00:00:00 UTC,520.1233,5802302128,50730200
2014-04-15 00:00:00 UTC,529.1625,6522974948,49561000
2014-04-16 00:00:00 UTC,494.4,6674473792,56480100
2014-04-17 00:00:00 UTC,478.2312,6278792387,34025500
2014-04-18 00:00:00 UTC,501.5515,6074116360,19042400
2014-04-19 00:00:00 UTC,497.3177,6353700029,19588200
2014-04-20 00:00:00 UTC,492.6733,6312896984,12103100
2014-04-21 00:00:00 UTC,484.8533,6284666435,15171400
2014-04-22 00:00:00 UTC,487.525,6187034895,9770190.335015288
2014-04-23 00:00:00 UTC,494.2733,6231920621,8412033.043193607
2014-04-24 00:00:00 UTC,458.8067,6350012525,9512215.003743049
2014-04-25 00:00:00 UTC,453.8,5857079867,44062361.80745845
2014-04-26 00:00:00 UTC,437.9216,5822776642,11997979.867558926
2014-04-27 00:00:00 UTC,436.92,5542720307,9760121.834963577
2014-04-28 00:00:00 UTC,443.27,5593864954,20781687.97683261
2014-04-29 00:00:00 UTC,444.9968,5683724524,15011935.551518671
2014-04-30 00:00:00 UTC,455.0913,5690810165,13054745.683608102
2014-05-01 00:00:00 UTC,443.4734,5821425472,11953625.134976294
2014-05-02 00:00:00 UTC,434.0333,5716625927,8165770.147874059
2014-05-03 00:00:00 UTC,433.9432,5570422954,9446958.635517636
2014-05-04 00:00:00 UTC,429.0761,5554777406,5229830.630972039
2014-05-05 00:00:00 UTC,426.7634,5518951942,8567756.392353557
2014-05-06 00:00:00 UTC,439.3,5463474513,10822749.124633348
2014-05-07 00:00:00 UTC,437.3633,5590798951,16360711.036365218
2014-05-08 00:00:00 UTC,447.4933,5609810850,8491458.546028852
2014-05-09 00:00:00 UTC,452.505,5730133343,8820053.293163313
2014-05-10 00:00:00 UTC,436.2833,5795543101,5529665.186791251
2014-05-11 00:00:00 UTC,439.19,5598956479,11522907.034093864
2014-05-12 00:00:00 UTC,437.305,5633629021,5903393.674349334
2014-05-13 00:00:00 UTC,444.2467,5625308533,5619474.108984868
2014-05-14 00:00:00 UTC,444.25,5669111766,6764834.29138491
2014-05-15 00:00:00 UTC,445.165,5712906334,6219944.38500291
2014-05-16 00:00:00 UTC,445.8533,5725217915,5292980.730698652
2014-05-17 00:00:00 UTC,444.2133,5737967927,2642092.213005786
2014-05-18 00:00:00 UTC,443.87,5706165793,7828552.781743507
2014-05-19 00:00:00 UTC,483.4167,5706978471,11697296.01962846
2014-05-20 00:00:00 UTC,488.7717,6214911439,59415447.482920215
2014-05-21 00:00:00 UTC,522.6083,6294422409,20125942.252461053
2014-05-22 00:00:00 UTC,524.475,6716604600,28758404.007310245
2014-05-23 00:00:00 UTC,523.1083,6662964359,30253343.70043255
2014-05-24 00:00:00 UTC,569.3767,6727963028,10236386.684289351
2014-05-25 00:00:00 UTC,579.6217,7325371780,43762384.55551313
2014-05-26 00:00:00 UTC,569.475,7479335238,26174591.715237822
2014-05-27 00:00:00 UTC,571.5533,7325147499,33059214.23635299
2014-05-28 00:00:00 UTC,565.26,7402205099,15739188.285988351
2014-05-29 00:00:00 UTC,621.1467,7290260762,14362990.94411866
2014-05-30 00:00:00 UTC,620.5,7897757908,42271699.63749006
2014-05-31 00:00:00 UTC,640.1617,8007248676,18656368.10083591
2014-06-01 00:00:00 UTC,656.41,8094125581,53565199.679242626
2014-06-02 00:00:00 UTC,667.3683,8487587033,41153743.55147136
2014-06-03 00:00:00 UTC,641.1833,8580309812,37419432.11298669
2014-06-04 00:00:00 UTC,658.1,8249183077,43722721.85640881
2014-06-05 00:00:00 UTC,648.63,8478552324,24809749.5691626
2014-06-06 00:00:00 UTC,651.7083,8409353268,14032413.3666774
2014-06-07 00:00:00 UTC,649.8983,8428206589,12954147.496912882
2014-06-08 00:00:00 UTC,643.905,8445489607,6819173.803153491
2014-06-09 00:00:00 UTC,649.0567,8290260777.375,15165258.001682784
2014-06-10 00:00:00 UTC,630.0367,8359493314.815,13698528.103743391
2014-06-11 00:00:00 UTC,567.175,8116778557.0175,20706208.81438605
2014-06-12 00:00:00 UTC,594.6833,7309311839.375,41032286.05220322
2014-06-13 00:00:00 UTC,570.0033,7666330027.785,37950646.151919045
2014-06-14 00:00:00 UTC,583.41,7350662806.2225,33752601.59059282
2014-06-15 00:00:00 UTC,592.52,7526353631.25,19377536.876052536
2014-06-16 00:00:00 UTC,607.1583,7646618730,25803391.330629352
2014-06-17 00:00:00 UTC,604.19,7838352937.170001,14064824.78230287
2014-06-18 00:00:00 UTC,593.3883000000002,7802403926.750001,14955835.77044088
2014-06-19 00:00:00 UTC,590.055,7665345555.277503,11266428.30113169
2014-06-20 00:00:00 UTC,591.2567,7625133251.249999,14899960.97248743
2014-06-21 00:00:00 UTC,595.0367,7643411863.58,8304999.789508111
2014-06-22 00:00:00 UTC,586.1482999999998,7694627830.545,9952321.0430746
2014-06-23 00:00:00 UTC,582.4149999999998,7582634214.4124975,11249420.61918756
2014-06-24 00:00:00 UTC,561.4716999999999,7537047075.374997,11613405.81708644
2014-06-25 00:00:00 UTC,579.5867,7268686297.067499,18237241.345597345
2014-06-26 00:00:00 UTC,598.2367,7505647765,12733876.653646294
2014-06-27 00:00:00 UTC,594.8717000000001,7750006889.325,19906418.825948466
2014-06-28 00:00:00 UTC,598.4883,7709210052.5650015,13624207.397432778
2014-06-29 00:00:00 UTC,637.7549999999999,7758488114.8425,8878656.403461741
2014-06-30 00:00:00 UTC,643.9350000000001,8269625590.124999,47015974.05882847
2014-07-01 00:00:00 UTC,648.1075000000002,8351853048.375001,38496541.685756736
2014-07-02 00:00:00 UTC,640.2838000000003,8408206448.562503,25992122.167154185
2014-07-03 00:00:00 UTC,627.1288,8308930858.410004,18539083.74715486
2014-07-04 00:00:00 UTC,627.5812999999999,8140821665.68,22418156.550761543
2014-07-05 00:00:00 UTC,631.0025,8149049043.304998,9292051.769341238
2014-07-06 00:00:00 UTC,619.4950000000002,8195697095.937501,11187211.1338146
2014-07-07 00:00:00 UTC,620.0474999999996,8048556476.875003,18525910.64620546
2014-07-08 00:00:00 UTC,620.16,8058075305.249995,9269839.610474609
2014-07-09 00:00:00 UTC,615.1275000000002,8060033472,9329941.299859986
2014-07-10 00:00:00 UTC,630.8350000000002,7994627579.250003,15009203.935868405
2014-07-11 00:00:00 UTC,633.6389951679741,8198773244.500003,15836826.82458833
2014-07-12 00:00:00 UTC,627.4623228193354,8235215928.499609,13267457.870885218
2014-07-13 00:00:00 UTC,618.2050265064788,8154939570.986056,11435029.121800045
2014-07-14 00:00:00 UTC,618.9524999999999,8034625267.996753,2646077079.356729
2014-07-15 00:00:00 UTC,614.1474999999997,8044339956.749999,10776372.317991683
2014-07-16 00:00:00 UTC,622.8950000000001,7981890813.249996,13679053.322608326
2014-07-17 00:00:00 UTC,627.0188000000003,8095579446.500001,14637445.280315427
2014-07-18 00:00:00 UTC,626.1763000000001,8173252759.880004,14086517.690069783
2014-07-19 00:00:00 UTC,620.5138,8165088481.480001,7640657.031253545
2014-07-20 00:00:00 UTC,619.9088000000002,8093609698.919999,4767570.26288198
2014-07-21 00:00:00 UTC,619.0062999999999,8088074095.360003,8225443.991691393
2014-07-22 00:00:00 UTC,617.9425000000001,8078589320.669999,7698580.9229142675
2014-07-23 00:00:00 UTC,599.8088,8066930366.250001,9043046.013458896
2014-07-24 00:00:00 UTC,600.0963000000002,7832303310.4,24703385.252356224
2014-07-25 00:00:00 UTC,593.7750000000001,7837677745.410003,20256797.398241412
2014-07-26 00:00:00 UTC,590.3788,7758026640.000001,11443452.28870578
2014-07-27 00:00:00 UTC,585.2787999999998,7715896688.72,9300140.74662901
2014-07-28 00:00:00 UTC,581.7138,7651364384.369997,23117898.15816101
2014-07-29 00:00:00 UTC,560.7912999999999,7607013191.22,11790372.332249207
